1.277222222222222214e+01,1.397777777777776675e-01
1.284444444444444322e+01,6.815555555555553591e-01
1.291666666666666607e+01,1.223333333333333162e+00
1.298888888888888893e+01,1.765111111111110631e+00
1.306111111111111001e+01,2.306888888888888545e+00
1.313333333333333286e+01,2.848666666666666014e+00
1.320555555555555571e+01,3.390444444444443484e+00
1.327777777777777679e+01,3.932222222222221397e+00
1.334999999999999964e+01,4.473999999999999311e+00
1.342222222222222250e+01,5.015777777777777224e+00
1.349444444444444358e+01,5.557555555555554250e+00
1.356666666666666643e+01,6.099333333333332163e+00
1.363888888888888928e+01,6.641111111111110077e+00
1.371111111111111036e+01,7.182888888888887102e+00
1.378333333333333321e+01,7.724666666666665016e+00
1.385555555555555607e+01,8.266444444444443818e+00
1.392777777777777715e+01,8.808222222222221731e+00
1.400000000000000000e+01,9.349999999999999645e+00
1.453749999999999964e+01,9.297083333333333144e+00
1.507499999999999929e+01,9.244166666666666643e+00
1.561250000000000071e+01,9.191250000000000142e+00
1.614999999999999858e+01,9.138333333333333641e+00
1.668750000000000000e+01,9.085416666666667140e+00
1.722500000000000142e+01,9.032499999999998863e+00
1.776249999999999929e+01,8.979583333333332362e+00
1.830000000000000071e+01,8.926666666666665861e+00
1.883749999999999858e+01,8.873749999999999361e+00
1.937500000000000000e+01,8.820833333333332860e+00
1.991250000000000142e+01,8.767916666666666359e+00
2.044999999999999929e+01,8.714999999999999858e+00
2.098750000000000071e+01,8.662083333333333357e+00
2.152499999999999858e+01,8.609166666666666856e+00
2.206250000000000000e+01,8.556250000000000355e+00
2.260000000000000142e+01,8.503333333333333854e+00
2.313749999999999929e+01,8.450416666666667354e+00
2.367499999999999716e+01,8.397500000000000853e+00
2.421249999999999858e+01,8.344583333333332575e+00
2.475000000000000000e+01,8.291666666666666075e+00
2.528750000000000142e+01,8.238749999999999574e+00
2.582499999999999929e+01,8.185833333333333073e+00
2.636249999999999716e+01,8.132916666666666572e+00
2.689999999999999858e+01,8.080000000000000071e+00
2.684999999999999787e+01,7.536999999999999922e+00
2.679999999999999716e+01,6.993999999999999773e+00
2.675000000000000000e+01,6.451000000000000512e+00
2.669999999999999929e+01,5.908000000000000362e+00
2.664999999999999858e+01,5.365000000000000213e+00
2.659999999999999787e+01,4.822000000000000952e+00
2.654999999999999716e+01,4.279000000000000803e+00
2.650000000000000000e+01,3.736000000000000654e+00
2.644999999999999929e+01,3.193000000000000504e+00
2.639999999999999858e+01,2.650000000000000355e+00
2.634999999999999787e+01,2.107000000000001094e+00
2.629999999999999716e+01,1.564000000000000945e+00
2.625000000000000000e+01,1.021000000000000796e+00
2.619999999999999929e+01,4.780000000000015348e-01
2.614999999999999858e+01,-6.499999999999950262e-02
2.609999999999999787e+01,-6.079999999999987637e-01
2.604999999999999716e+01,-1.150999999999998025e+00
2.600000000000000000e+01,-1.693999999999999062e+00
2.594999999999999929e+01,-2.236999999999998323e+00
2.589999999999999858e+01,-2.779999999999999805e+00
2.537199999999999989e+01,-2.684879999999999711e+00
2.484399999999999764e+01,-2.589760000000000062e+00
2.431599999999999895e+01,-2.494639999999999969e+00
2.378799999999999670e+01,-2.399519999999999875e+00
2.325999999999999801e+01,-2.304399999999999782e+00
2.273199999999999932e+01,-2.209279999999999688e+00
2.220399999999999707e+01,-2.114160000000000039e+00
2.167599999999999838e+01,-2.019039999999999946e+00
2.114799999999999613e+01,-1.923919999999999852e+00
2.061999999999999744e+01,-1.828799999999999981e+00
2.009199999999999875e+01,-1.733680000000000110e+00
1.956400000000000006e+01,-1.638560000000000016e+00
1.903599999999999781e+01,-1.543439999999999923e+00
1.850799999999999912e+01,-1.448320000000000052e+00
1.797999999999999687e+01,-1.353200000000000180e+00
1.745199999999999818e+01,-1.258080000000000087e+00
1.692399999999999949e+01,-1.162959999999999994e+00
1.639599999999999724e+01,-1.067840000000000122e+00
1.586799999999999855e+01,-9.727200000000002511e-01
1.533999999999999808e+01,-8.776000000000001577e-01
1.481199999999999761e+01,-7.824800000000000644e-01
1.428399999999999892e+01,-6.873600000000004151e-01
1.375599999999999845e+01,-5.922400000000003217e-01
1.322799999999999798e+01,-4.971200000000002284e-01
1.269999999999999929e+01,-4.020000000000000240e-01
