5.1211,23.3654
5.3180,23.3343
5.5170,23.3277
5.7149,23.3528
5.9041,23.4152
6.0754,23.5168
6.2207,23.6527
6.3383,23.8133
6.4317,23.9895
6.5029,24.1748
6.5485,24.3694
6.5608,24.5689
6.5338,24.7655
6.4681,24.9533
6.3695,25.1275
6.2482,25.2856
6.1126,25.4332
5.9720,25.5744
5.8314,25.7167
5.6953,25.8616
5.5637,26.0112
5.4369,26.1647
5.3143,26.3219
5.1953,26.4823
5.0798,26.6442
4.9663,26.8086
4.8545,26.9740
4.7442,27.1398
4.6338,27.3068
4.5241,27.4730
4.4135,27.6393
4.3020,27.8049
4.1893,27.9693
4.0744,28.1328
3.9575,28.2942
3.8379,28.4541
3.7160,28.6121
3.5918,28.7682
3.4653,28.9226
3.3365,29.0751
3.2056,29.2257
3.0726,29.3745
2.9375,29.5214
2.8003,29.6662
2.6604,29.8089
2.5184,29.9484
2.3729,30.0858
2.2250,30.2195
2.0741,30.3498
1.9196,30.4770
1.7632,30.5997
1.6029,30.7194
1.4402,30.8352
1.2761,30.9469
1.1084,31.0564
0.9396,31.1627
0.7697,31.2660
0.5972,31.3663
0.4211,31.4600
0.2394,31.5419
0.0505,31.6056
-0.1450,31.6443
-0.3438,31.6523
-0.5420,31.6294
-0.7350,31.5803
-0.9214,31.5105
-1.1017,31.4250
-1.2764,31.3288
-1.4464,31.2272
-1.6169,31.1210
-1.7843,31.0145
-1.9521,30.9058
-2.1194,30.7959
-2.2854,30.6860
-2.4524,30.5748
-2.6179,30.4640
-2.7827,30.3504
-2.9441,30.2314
-3.0962,30.1029
-3.2351,29.9579
-3.3509,29.7966
-3.4382,29.6175
-3.4915,29.4245
-3.5086,29.2280
-3.4902,29.0256
-3.4379,28.8301
-3.3593,28.6504
-3.2743,28.4797
-3.1832,28.3054
-3.0653,28.1385
-2.9266,27.9958
-2.7653,27.8773
-2.5852,27.7889
-2.3947,27.7352
-2.1967,27.7136
-1.9971,27.7190
-1.7993,27.7430
-1.6021,27.7796
-1.4075,27.8236
-1.2132,27.8712
-1.0186,27.9188
-0.8245,27.9621
-0.6266,27.9984
-0.4297,28.0231
-0.2293,28.0337
-0.0301,28.0279
0.1672,28.0046
0.3633,27.9627
0.5519,27.9023
0.7346,27.8221
0.9081,27.7232
1.0707,27.6087
1.2239,27.4816
1.3689,27.3445
1.5061,27.2003
1.6373,27.0502
1.7636,26.8958
1.8857,26.7392
2.0061,26.5802
2.1257,26.4193
2.2422,26.2595
2.3585,26.0969
2.4733,25.9333
2.5862,25.7697
2.6995,25.6031
2.8105,25.4388
2.9228,25.2725
3.0349,25.1079
3.1486,24.9433
3.2639,24.7804
3.3822,24.6192
3.5041,24.4612
3.6319,24.3072
3.7658,24.1600
3.9088,24.0192
4.0580,23.8894
4.2185,23.7674
4.3850,23.6582
4.5588,23.5619
4.7419,23.4795
4.9289,23.4142
5.1211,23.3654
